319.0,403.0
320.0,386.0
321.0,368.0
319.0,352.0
320.0,334.0
321.0,322.0
318.0,307.0
318.0,280.0
318.0,269.0
319.0,256.0
323.0,247.0
328.0,244.0
337.0,242.0
351.0,237.0
369.0,236.0
381.0,235.0
407.0,236.0
420.0,238.0
447.0,240.0
470.0,242.0
491.0,245.0
507.0,247.0
520.0,250.0
540.0,254.0
559.0,256.0
575.0,257.0
592.0,261.0
600.0,264.0
604.0,274.0
604.0,283.0
601.0,295.0
600.0,310.0
598.0,326.0
596.0,341.0
595.0,351.0
594.0,365.0
594.0,374.0
596.0,385.0
604.0,393.0
612.0,393.0
621.0,393.0
632.0,388.0
639.0,384.0
646.0,378.0
656.0,369.0
674.0,355.0
681.0,349.0
686.0,343.0
695.0,334.0
704.0,324.0
714.0,314.0
714.0,304.0
711.0,292.0
714.0,280.0
718.0,279.0
726.0,279.0
739.0,285.0
740.0,296.0
735.0,307.0
732.0,310.0
729.0,317.0
726.0,324.0
716.0,345.0
710.0,356.0
701.0,367.0
691.0,377.0
677.0,387.0
664.0,395.0
655.0,401.0
647.0,410.0
629.0,420.0
618.0,427.0
610.0,436.0
608.0,444.0
603.0,455.0
602.0,467.0
601.0,481.0
600.0,493.0
600.0,510.0
601.0,530.0
601.0,547.0
596.0,555.0
580.0,560.0
572.0,560.0
559.0,560.0
558.0,559.0
546.0,559.0
530.0,562.0
523.0,567.0
521.0,572.0
518.0,590.0
516.0,602.0
514.0,627.0
512.0,644.0
511.0,665.0
511.0,680.0
512.0,692.0
513.0,704.0
521.0,707.0
534.0,708.0
546.0,709.0
554.0,710.0
560.0,712.0
564.0,719.0
564.0,729.0
563.0,737.0
554.0,739.0
540.0,739.0
526.0,739.0
521.0,739.0
513.0,739.0
506.0,739.0
499.0,736.0
497.0,729.0
496.0,716.0
494.0,701.0
493.0,687.0
493.0,672.0
491.0,658.0
490.0,647.0
489.0,637.0
489.0,623.0
489.0,612.0
487.0,599.0
487.0,591.0
487.0,581.0
481.0,573.0
467.0,571.0
450.0,570.0
440.0,570.0
430.0,570.0
421.0,570.0
407.0,568.0
397.0,568.0
392.0,577.0
390.0,591.0
389.0,602.0
391.0,615.0
390.0,623.0
390.0,631.0
390.0,643.0
389.0,655.0
388.0,663.0
387.0,673.0
387.0,687.0
389.0,701.0
389.0,714.0
389.0,720.0
389.0,723.0
388.0,730.0
384.0,733.0
379.0,734.0
369.0,734.0
352.0,732.0
340.0,731.0
332.0,732.0
324.0,729.0
323.0,719.0
323.0,713.0
328.0,704.0
335.0,704.0
351.0,703.0
355.0,703.0
361.0,696.0
363.0,689.0
363.0,674.0
363.0,667.0
363.0,653.0
361.0,638.0
360.0,628.0
360.0,616.0
360.0,601.0
360.0,594.0
359.0,585.0
358.0,579.0
357.0,573.0
350.0,567.0
342.0,567.0
334.0,567.0
327.0,565.0
325.0,563.0
323.0,555.0
319.0,549.0
319.0,542.0
319.0,532.0
320.0,516.0
320.0,500.0
320.0,491.0
320.0,480.0
320.0,471.0
319.0,462.0
318.0,448.0
311.0,438.0
303.0,433.0
295.0,431.0
287.0,433.0
279.0,433.0
256.0,426.0
244.0,421.0
239.0,415.0
230.0,407.0
219.0,397.0
213.0,389.0
210.0,386.0
205.0,382.0
200.0,379.0
188.0,369.0
179.0,360.0
174.0,358.0
166.0,350.0
159.0,343.0
154.0,340.0
149.0,340.0
144.0,343.0
137.0,344.0
131.0,342.0
130.0,330.0
137.0,324.0
144.0,322.0
154.0,321.0
165.0,324.0
173.0,334.0
180.0,340.0
190.0,347.0
203.0,354.0
218.0,361.0
229.0,366.0
243.0,374.0
259.0,383.0
265.0,386.0
282.0,396.0
288.0,398.0
294.0,400.0
306.0,404.0
313.0,406.0
